Frame_ID,Prev_Frame_ID,Delta_PSNR_Y,Abs_Delta_PSNR_Y
3,,0.0,0.0
4,3.0,-2.179000000000002,2.179000000000002
5,4.0,-2.3019999999999996,2.3019999999999996
6,5.0,-0.4740000000000002,0.4740000000000002
7,6.0,0.8530000000000015,0.8530000000000015
8,7.0,0.9080000000000013,0.9080000000000013
10,8.0,-1.1370000000000005,1.1370000000000005
11,10.0,2.7390000000000008,2.7390000000000008
12,11.0,-2.3830000000000027,2.3830000000000027
13,12.0,0.6410000000000018,0.6410000000000018
14,13.0,-0.402000000000001,0.402000000000001
15,14.0,2.776,2.776
16,15.0,-0.5519999999999996,0.5519999999999996
17,16.0,0.6139999999999972,0.6139999999999972
19,17.0,-1.9529999999999959,1.9529999999999959
20,19.0,-0.6709999999999994,0.6709999999999994
21,20.0,-1.091000000000001,1.091000000000001
22,21.0,2.418999999999997,2.418999999999997
23,22.0,0.22500000000000142,0.22500000000000142
24,23.0,-2.061,2.061
25,24.0,-0.0470000000000006,0.0470000000000006
26,25.0,1.4690000000000047,1.4690000000000047
28,26.0,1.3389999999999986,1.3389999999999986
29,28.0,-2.302000000000003,2.302000000000003
30,29.0,-0.352999999999998,0.352999999999998
31,30.0,0.36299999999999955,0.36299999999999955
32,31.0,4.246000000000002,4.246000000000002
33,32.0,-3.128,3.128
34,33.0,1.1460000000000008,1.1460000000000008
35,34.0,1.7859999999999943,1.7859999999999943
37,35.0,-3.9969999999999963,3.9969999999999963
38,37.0,-0.6400000000000006,0.6400000000000006
39,38.0,1.8490000000000002,1.8490000000000002
40,39.0,-0.07399999999999807,0.07399999999999807
41,40.0,-0.07400000000000517,0.07400000000000517
42,41.0,-1.2019999999999982,1.2019999999999982
43,42.0,0.7389999999999972,0.7389999999999972
44,43.0,1.1170000000000044,1.1170000000000044
46,44.0,-1.9730000000000025,1.9730000000000025
47,46.0,1.7029999999999994,1.7029999999999994
48,47.0,-1.9079999999999977,1.9079999999999977
49,48.0,0.532,0.532
50,49.0,-0.14399999999999835,0.14399999999999835
51,50.0,-0.6460000000000008,0.6460000000000008
52,51.0,0.48900000000000077,0.48900000000000077
53,52.0,-0.20400000000000063,0.20400000000000063
55,53.0,-1.9920000000000009,1.9920000000000009
56,55.0,1.681000000000001,1.681000000000001
57,56.0,0.3520000000000003,0.3520000000000003
58,57.0,-0.6539999999999999,0.6539999999999999
59,58.0,-0.18700000000000117,0.18700000000000117
60,59.0,-0.9759999999999991,0.9759999999999991
61,60.0,0.06599999999999895,0.06599999999999895
62,61.0,-0.35600000000000165,0.35600000000000165
64,62.0,4.5710000000000015,4.5710000000000015
65,64.0,-2.745000000000001,2.745000000000001
66,65.0,-0.6439999999999984,0.6439999999999984
67,66.0,-1.189,1.189
68,67.0,0.08699999999999974,0.08699999999999974
69,68.0,1.6159999999999997,1.6159999999999997
70,69.0,-0.8219999999999992,0.8219999999999992
71,70.0,0.8559999999999981,0.8559999999999981
73,71.0,-1.355999999999998,1.355999999999998
74,73.0,1.4629999999999974,1.4629999999999974
75,74.0,-1.3979999999999997,1.3979999999999997
76,75.0,1.5710000000000015,1.5710000000000015
77,76.0,0.30799999999999983,0.30799999999999983
78,77.0,-0.8180000000000014,0.8180000000000014
79,78.0,-1.3379999999999974,1.3379999999999974
80,79.0,0.536999999999999,0.536999999999999
82,80.0,0.9259999999999984,0.9259999999999984
83,82.0,-0.3309999999999995,0.3309999999999995
84,83.0,0.7170000000000023,0.7170000000000023
85,84.0,-1.1270000000000024,1.1270000000000024
86,85.0,1.088000000000001,1.088000000000001
87,86.0,0.23699999999999832,0.23699999999999832
88,87.0,-0.2989999999999995,0.2989999999999995
89,88.0,-1.631999999999998,1.631999999999998
91,89.0,1.3369999999999997,1.3369999999999997
92,91.0,-0.9589999999999996,0.9589999999999996
93,92.0,-0.33999999999999986,0.33999999999999986
94,93.0,0.48499999999999943,0.48499999999999943
95,94.0,1.193999999999999,1.193999999999999
96,95.0,2.689,2.689
97,96.0,-2.0279999999999987,2.0279999999999987
98,97.0,-0.40500000000000114,0.40500000000000114
100,98.0,-1.6999999999999993,1.6999999999999993
101,100.0,1.1649999999999991,1.1649999999999991
102,101.0,-1.0869999999999997,1.0869999999999997
103,102.0,-0.5899999999999999,0.5899999999999999
104,103.0,0.7920000000000016,0.7920000000000016
105,104.0,0.6989999999999981,0.6989999999999981
106,105.0,-1.5399999999999991,1.5399999999999991
107,106.0,1.477999999999998,1.477999999999998
109,107.0,-1.6899999999999977,1.6899999999999977
110,109.0,-0.4529999999999994,0.4529999999999994
111,110.0,2.2419999999999973,2.2419999999999973
112,111.0,-1.2539999999999978,1.2539999999999978
113,112.0,1.1690000000000005,1.1690000000000005
114,113.0,-0.9299999999999997,0.9299999999999997
115,114.0,-0.5110000000000028,0.5110000000000028
116,115.0,-0.12599999999999767,0.12599999999999767
118,116.0,1.0259999999999998,1.0259999999999998
119,118.0,-0.8580000000000005,0.8580000000000005
120,119.0,0.18400000000000105,0.18400000000000105
