Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 34.00,     350808, 0,0.00,33.079, 41.244, 42.463, 35.273,55,  -, -, 0.00%,  0.00%,  0.00%, 1.18%,  1.15%,  3.00%, 3.72%,  1.81%, 11.87%, 7.57%,  3.33%, 35.64%,30.72%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 131332.01, 9245.17, 12669.52, 615086.92 , 16, 235, 135.73, 31, 196, 132.75, 81, 179, 122.56, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 94.58%, 0.00%,0.00%, 5.42%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.51%, 0.00%,0.00%, 6.56%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 387.2, 0.2, 260.1, 0.0, 1019.4, 0.0, 550.3, 5.307, 113
1, P-SLICE,    1, 37.00,      94928, 0,1.42,31.278, 40.945, 42.328, 33.867,55, 0 , -, 0.00%,  0.00%,  0.00%, 0.06%,  0.09%,  0.32%, 0.24%,  0.30%,  1.37%, 0.77%,  0.62%,  4.08%, 0.00%,  0.21%,  0.19%,  7.48%,  4.68%, 17.35%,  8.80%, 15.88%, 11.32%,  0.00%,  0.30%,  4.15%,  5.32%,  0.00%,  1.67%,  5.47%,  9.34%, 197999.34, 9486.30, 15722.55, 324160.73 , 16, 235, 138.41, 28, 197, 132.60, 96, 177, 122.95, 0.00%, 0.00%,0.00%, 15.79%, 36.84%, 18.42%, 13.16%, 13.16%, 2.63%, 3.22%, 13.47%,0.00%, 26.21%, 25.04%, 13.54%, 3.44%, 10.40%, 4.69%, 4.80%, 24.26%,0.00%, 35.36%, 13.37%, 6.90%, 4.20%, 6.15%, 4.96%, 10.20%, 27.32%,0.00%, 27.80%, 13.78%, 2.43%, 5.89%, 3.62%, 9.16%,0.00%, 500.1, 4.6, 176.8, 136.3, 348.0, 2.9, 575.6, 2.742, 18
2, P-SLICE,    6, 37.00,     242216, 0,1.84,31.153, 40.381, 41.900, 33.650,51, 1 0 , -, 0.00%,  0.00%,  0.00%, 0.97%,  1.02%,  3.19%, 1.69%,  1.52%, 10.28%, 5.42%,  3.98%, 29.28%, 0.00%,  0.14%,  0.18%,  5.26%,  0.84%, 10.06%,  1.08%, 11.09%,  4.47%,  0.00%,  0.27%,  1.08%,  3.09%,  0.02%,  0.54%,  1.38%,  3.16%, 212694.17, 10870.69, 14698.68, 1329217.46 , 16, 235, 152.32, 29, 170, 132.27, 98, 177, 122.94, 0.00%, 5.26%,0.00%, 21.05%, 21.05%, 26.32%, 5.26%, 10.53%, 10.53%, 42.88%, 6.68%,0.00%, 11.42%, 32.05%, 1.93%, 1.04%, 2.00%, 2.00%, 46.94%, 8.55%,0.00%, 17.73%, 23.03%, 0.81%, 1.19%, 0.66%, 1.09%, 58.71%, 9.48%,0.00%, 12.64%, 12.39%, 0.27%, 2.29%, 0.46%, 3.76%,0.00%, 514.9, 57.3, 207.1, 105.3, 749.3, 0.0, 649.6, 4.403, 33
3, B-SLICE,    4, 38.00,     243544, 0,1.33,29.362, 39.748, 41.002, 32.116,54, 1 0 ,6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.55%,  0.15%, 15.83%,  2.65%, 25.57%,  3.10%, 27.08%, 10.21%,  0.00%,  0.38%,  0.98%,  2.12%,  0.00%,  0.96%,  3.05%,  7.36%, 319260.24, 12972.52, 20469.65, 1850678.12 , 16, 235, 139.54, 30, 162, 132.71, 96, 182, 123.38, 0.00%, 0.00%,0.00%, 25.00%, 53.57%, 5.36%, 1.79%, 8.93%, 5.36%, 0.00%, 6.74%,0.00%, 19.08%, 60.81%, 5.03%, 2.48%, 3.88%, 1.97%, 0.00%, 11.52%,0.00%, 23.18%, 56.44%, 2.34%, 2.77%, 1.48%, 2.27%, 0.00%, 17.44%,0.00%, 23.47%, 40.31%, 1.62%, 5.61%, 1.69%, 9.86%,0.00%, 522.0, 154.1, 187.4, 95.1, 650.6, 0.0, 742.8, 4.504, 35
4, b-SLICE,    2, 39.00,      50584, 0,1.77,30.814, 40.826, 42.151, 33.483,57, 1 0 ,4 6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.66%,  1.25%,  7.83%, 10.32%, 11.01%, 10.16%, 13.27%, 11.27%,  0.00%,  1.64%,  4.85%,  7.74%,  0.72%,  2.95%,  5.77%, 10.55%, 220460.87, 9431.27, 15973.17, 288411.78 , 16, 235, 138.54, 30, 197, 132.99, 96, 176, 122.67, 0.00%, 27.50%,0.00%, 16.25%, 8.75%, 20.62%, 8.12%, 13.12%, 5.62%, 0.00%, 20.17%,0.00%, 17.15%, 17.29%, 21.18%, 13.54%, 6.05%, 4.61%, 0.00%, 30.51%,0.00%, 27.21%, 13.09%, 7.25%, 7.53%, 6.59%, 7.82%, 0.00%, 34.70%,0.00%, 26.80%, 17.10%, 1.74%, 6.53%, 2.15%, 10.98%,0.00%, 529.2, 239.2, 146.2, 90.5, 379.5, 0.0, 803.0, 3.067, 42
5, b-SLICE,    3, 39.00,      75696, 0,1.56,29.972, 40.340, 42.027, 32.775,57, 1 0 ,4 6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.59%,  0.85%,  7.16%,  6.43%, 15.61%, 12.53%, 16.49%, 12.07%,  0.00%,  0.90%,  3.18%,  7.03%,  0.18%,  1.37%,  6.25%,  9.35%, 270847.66, 10121.59, 18306.33, 404966.34 , 16, 235, 139.42, 29, 197, 132.89, 96, 179, 122.87, 0.00%, 11.11%,0.00%, 26.98%, 9.52%, 21.43%, 3.97%, 16.67%, 10.32%, 0.00%, 14.33%,0.00%, 24.43%, 20.68%, 17.18%, 10.67%, 8.79%, 3.91%, 0.00%, 23.61%,0.00%, 29.17%, 15.85%, 8.70%, 11.16%, 5.56%, 5.95%, 0.00%, 31.08%,0.00%, 27.01%, 19.02%, 2.60%, 8.53%, 2.25%, 9.51%,0.00%, 2.4, 118.5, 164.2, 90.5, 528.0, 0.0, 816.5, 3.806, 43
6, b-SLICE,    5, 39.00,      82928, 0,1.32,29.829, 40.202, 41.594, 32.596,56, 4 1 0 ,6 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.40%,  0.85%,  7.77%,  7.12%, 16.72%, 11.67%, 14.97%, 10.68%,  0.00%,  0.90%,  3.70%,  7.54%,  0.45%,  3.28%,  5.25%,  8.70%, 280335.97, 10898.08, 18805.44, 580030.72 , 16, 235, 148.11, 30, 166, 132.82, 97, 179, 123.06, 0.00%, 26.67%,0.00%, 13.33%, 10.00%, 19.17%, 12.50%, 14.17%, 4.17%, 0.00%, 21.93%,0.00%, 19.11%, 21.63%, 17.85%, 10.59%, 4.74%, 4.15%, 0.00%, 22.42%,0.00%, 27.51%, 20.86%, 8.98%, 8.20%, 4.84%, 7.18%, 0.00%, 32.23%,0.00%, 27.35%, 19.23%, 2.19%, 7.51%, 1.91%, 9.59%,0.00%, 3.5, 83.5, 164.3, 90.5, 541.4, 0.0, 811.7, 4.023, 53
7, P-SLICE,   12, 37.00,     184184, 0,1.56,32.127, 40.700, 42.353, 34.477,50, 6 4 1 0 , -, 0.00%,  0.00%,  0.00%, 0.35%,  0.37%,  1.73%, 1.25%,  1.21%,  6.34%, 3.22%,  2.13%, 14.46%, 0.00%,  0.51%,  0.11%,  5.73%,  1.60%, 13.45%,  3.12%, 21.89%,  7.94%,  0.00%,  0.22%,  1.32%,  6.25%,  0.06%,  0.94%,  2.17%,  3.64%, 171658.41, 9918.24, 11658.79, 642772.99 , 16, 235, 137.47, 27, 195, 132.45, 75, 183, 122.57, 0.00%, 8.11%,0.00%, 24.32%, 51.35%, 8.11%, 0.00%, 6.76%, 1.35%, 22.35%, 10.59%,0.00%, 15.29%, 37.14%, 3.95%, 1.76%, 5.55%, 3.36%, 28.80%, 11.43%,0.00%, 25.92%, 23.63%, 3.52%, 2.19%, 3.04%, 1.47%, 30.45%, 15.20%,0.00%, 23.39%, 18.76%, 1.37%, 3.69%, 1.84%, 5.31%,0.00%, 2.5, 5.1, 182.3, 72.0, 750.2, 0.0, 812.4, 4.730, 105
8, B-SLICE,    9, 38.00,      79312, 0,1.48,30.493, 40.237, 41.875, 33.134,54, 6 4 1 ,12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.41%,  0.46%,  5.18%,  8.89%, 13.12%, 10.22%, 16.19%, 15.78%,  0.00%,  0.67%,  2.54%,  5.35%,  0.31%,  3.79%,  6.28%, 10.81%, 241320.85, 10396.17, 16228.80, 374724.19 , 16, 235, 152.88, 29, 191, 132.70, 81, 175, 122.87, 0.00%, 26.09%,0.00%, 23.91%, 10.87%, 15.22%, 6.52%, 8.70%, 8.70%, 0.00%, 24.07%,0.00%, 12.03%, 15.91%, 16.67%, 16.80%, 8.23%, 6.29%, 0.00%, 25.54%,0.00%, 26.80%, 18.04%, 5.61%, 8.35%, 7.54%, 8.13%, 0.00%, 28.94%,0.00%, 23.99%, 18.81%, 2.84%, 10.00%, 4.06%, 11.35%,0.00%, 2.6, 0.0, 152.0, 96.7, 441.1, 0.0, 874.9, 3.499, 49
9, b-SLICE,    7, 39.00,      48784, 0,1.71,30.433, 39.859, 41.849, 33.039,57, 6 4 ,9 12 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.07%,  2.15%, 11.72%,  8.62%, 10.60%,  8.46%, 10.73%,  7.96%,  0.00%,  1.90%,  4.83%,  8.46%,  1.40%,  4.46%,  6.72%, 10.93%, 239162.17, 11036.92, 16941.87, 323076.32 , 16, 235, 155.13, 28, 187, 132.23, 81, 175, 123.01, 0.00%, 30.36%,0.00%, 16.96%, 6.25%, 18.30%, 10.27%, 10.71%, 7.14%, 0.00%, 23.80%,0.00%, 25.19%, 18.70%, 8.35%, 8.35%, 8.50%, 7.11%, 0.00%, 33.57%,0.00%, 28.66%, 13.19%, 3.60%, 4.20%, 5.88%, 10.91%, 0.00%, 38.40%,0.00%, 32.19%, 13.64%, 0.94%, 4.29%, 1.88%, 8.66%,0.00%, 4.1, 4.7, 133.6, 91.6, 380.4, 0.0, 923.0, 3.733, 70
