Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 34.00,     665832, 0,0.00,30.735, 38.918, 41.633, 33.120,55,  -, -, 0.00%,  0.00%,  0.00%, 1.06%,  3.42%,  2.06%, 3.17%,  3.65%,  9.36%, 6.56%,  3.18%, 28.38%,39.16%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 223160.10, 13886.54, 16682.95, 952849.52 , 16, 235, 147.98, 45, 142, 125.43, 117, 169, 127.86, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 100.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 93.85%, 0.00%,0.00%, 6.15%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.69%, 0.00%,0.00%, 8.34%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,99.97%, 432.9, 0.3, 337.1, 0.0, 1384.8, 0.0, 674.6, 5.339, 139
1, P-SLICE,    3, 37.00,     484360, 0,2.40,28.502, 37.037, 40.249, 31.037,53, 0 , -, 0.00%,  0.00%,  0.00%, 0.47%,  0.81%,  1.13%, 1.65%,  2.32%,  7.76%, 3.62%,  3.27%, 20.53%, 0.00%,  0.24%,  0.15%,  6.35%,  1.06%, 14.84%,  1.68%, 20.28%,  6.54%,  0.00%,  0.02%,  0.42%,  3.30%,  0.00%,  0.02%,  0.79%,  2.75%, 386765.70, 20535.15, 20467.41, 1685733.17 , 16, 235, 147.90, 40, 142, 124.42, 115, 171, 128.33, 0.00%, 0.00%,0.00%, 17.39%, 43.48%, 19.57%, 2.17%, 17.39%, 0.00%, 24.44%, 0.34%,0.00%, 13.33%, 51.11%, 3.42%, 1.20%, 4.96%, 1.20%, 37.84%, 3.91%,0.00%, 18.51%, 34.31%, 1.63%, 1.25%, 1.63%, 0.92%, 41.96%, 9.25%,0.00%, 16.42%, 22.37%, 1.83%, 2.63%, 1.33%, 4.21%,0.00%, 521.9, 120.5, 216.8, 113.4, 773.5, 0.0, 744.3, 4.533, 128
2, B-SLICE,    2, 38.00,      88664, 0,1.29,28.136, 37.235, 40.351, 30.800,55, 0 ,3 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.04%,  0.38%,  4.31%,  6.09%, 15.96%, 16.56%, 22.07%, 13.51%,  0.00%,  0.74%,  2.81%,  7.66%,  0.00%,  1.50%,  2.33%,  6.05%, 412249.21, 18190.02, 22160.84, 468366.16 , 16, 235, 146.96, 39, 142, 125.01, 115, 172, 128.03, 0.00%, 0.00%,0.00%, 4.76%, 4.76%, 28.57%, 19.05%, 33.33%, 9.52%, 0.00%, 17.75%,0.00%, 22.50%, 11.57%, 26.78%, 4.44%, 13.55%, 3.41%, 0.00%, 12.99%,0.00%, 36.75%, 8.32%, 25.30%, 6.42%, 6.70%, 3.50%, 0.00%, 24.78%,0.00%, 38.55%, 12.25%, 8.42%, 7.95%, 2.23%, 5.82%,0.00%, 531.6, 251.3, 116.6, 63.6, 432.2, 0.0, 789.7, 4.394, 94
3, b-SLICE,    1, 39.00,     134464, 0,1.53,27.927, 38.092, 41.176, 30.854,57, 0 ,2 3 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.81%,  0.25%, 10.58%,  4.96%, 16.40%, 15.95%, 17.46%, 14.84%,  0.00%,  0.59%,  2.19%,  8.14%,  0.02%,  0.62%,  1.60%,  5.60%, 436257.00, 14972.18, 24084.81, 723843.02 , 16, 235, 147.81, 39, 146, 125.25, 110, 170, 127.94, 0.00%, 2.27%,0.00%, 22.73%, 52.27%, 6.82%, 0.00%, 13.64%, 2.27%, 0.00%, 7.22%,0.00%, 24.30%, 38.88%, 6.63%, 1.77%, 17.01%, 4.20%, 0.00%, 9.88%,0.00%, 29.08%, 19.51%, 9.37%, 4.17%, 22.63%, 5.36%, 0.00%, 25.69%,0.00%, 34.82%, 11.72%, 5.10%, 5.83%, 7.01%, 9.82%,0.00%, 540.8, 308.5, 121.0, 48.0, 524.3, 0.0, 865.8, 5.168, 105
4, P-SLICE,    5, 37.00,     411176, 0,2.74,29.495, 36.347, 39.618, 31.617,54, 3 2 0 , -, 0.00%,  0.00%,  0.00%, 1.09%,  1.09%,  2.27%, 2.59%,  2.85%, 10.05%, 5.58%,  3.87%, 27.81%, 0.00%,  0.19%,  0.09%,  5.73%,  0.63%, 11.05%,  0.87%, 13.65%,  3.33%,  0.00%,  0.00%,  0.39%,  1.86%,  0.00%,  0.02%,  0.72%,  4.28%, 307487.99, 24563.94, 20140.38, 1803621.33 , 16, 234, 152.53, 40, 142, 123.46, 116, 177, 128.55, 0.00%, 0.00%,0.00%, 6.25%, 62.50%, 15.62%, 3.12%, 12.50%, 0.00%, 41.10%, 0.16%,0.00%, 12.91%, 40.00%, 1.57%, 1.26%, 2.52%, 0.47%, 51.47%, 3.68%,0.00%, 12.64%, 29.31%, 0.85%, 0.96%, 0.48%, 0.60%, 56.88%, 9.38%,0.00%, 12.32%, 16.35%, 0.12%, 2.07%, 0.33%, 2.57%,0.00%, 549.5, 299.8, 232.5, 48.0, 1002.1, 0.0, 955.6, 5.339, 139
5, b-SLICE,    4, 39.00,      83272, 0,2.81,28.633, 36.426, 39.712, 30.992,56, 3 2 0 ,5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.76%,  0.76%, 15.22%, 11.74%, 19.03%, 10.46%,  8.85%,  4.33%,  0.00%,  2.28%,  5.01%,  5.61%,  0.32%,  6.13%,  2.52%,  6.97%, 369722.50, 21716.56, 21087.23, 575822.23 , 16, 235, 150.04, 40, 143, 123.65, 113, 173, 128.47, 0.00%, 17.39%,0.00%, 28.26%, 13.04%, 9.78%, 11.96%, 14.13%, 5.43%, 0.00%, 23.78%,0.00%, 21.52%, 21.52%, 11.16%, 6.40%, 9.51%, 6.12%, 0.00%, 18.50%,0.00%, 39.37%, 16.44%, 6.25%, 4.58%, 5.27%, 9.60%, 0.00%, 33.26%,0.00%, 38.67%, 16.63%, 1.48%, 4.66%, 0.11%, 5.19%,0.00%, 2.3, 214.8, 121.2, 80.6, 483.5, 0.0, 987.7, 5.261, 138
6, P-SLICE,    6, 37.00,     241152, 0,1.31,30.658, 36.678, 40.111, 32.592,55, 5 3 2 0 , -, 0.00%,  0.00%,  0.00%, 0.18%,  0.14%,  0.80%, 0.58%,  0.75%,  4.30%, 2.26%,  1.64%, 13.02%, 0.00%,  0.14%,  0.07%,  5.35%,  0.98%, 12.49%,  5.63%, 26.02%, 12.65%,  0.00%,  0.01%,  0.78%,  5.19%,  0.00%,  0.09%,  1.41%,  5.51%, 239649.71, 22056.80, 15065.37, 651870.43 , 16, 234, 154.97, 40, 143, 124.67, 116, 172, 127.95, 0.00%, 0.00%,0.00%, 0.00%, 66.67%, 13.33%, 0.00%, 16.67%, 3.33%, 14.88%, 1.32%,0.00%, 15.07%, 55.74%, 5.08%, 2.45%, 2.73%, 2.73%, 20.67%, 8.04%,0.00%, 24.01%, 26.62%, 13.39%, 3.26%, 2.66%, 1.36%, 23.97%, 15.16%,0.00%, 26.43%, 16.51%, 4.35%, 6.17%, 2.24%, 5.16%,0.00%, 2.9, 125.5, 183.9, 80.6, 756.3, 0.0, 1040.9, 5.032, 136
7, P-SLICE,   10, 37.00,     376912, 0,1.33,29.059, 38.571, 41.338, 31.783,52, 6 5 3 2 , -, 0.00%,  0.00%,  0.00%, 0.19%,  0.75%,  1.09%, 0.64%,  0.79%,  5.48%, 1.90%,  1.05%, 18.93%, 0.00%,  0.17%,  0.06%, 10.82%,  0.70%, 17.28%,  2.01%, 22.08%,  7.59%,  0.00%,  0.02%,  0.43%,  2.33%,  0.00%,  0.13%,  1.11%,  4.44%, 342540.35, 14501.99, 17801.68, 1404412.12 , 16, 234, 144.60, 54, 145, 127.30, 115, 168, 126.85, 0.00%, 0.00%,0.00%, 33.33%, 41.67%, 12.50%, 4.17%, 4.17%, 4.17%, 14.84%, 1.10%,0.00%, 14.42%, 64.56%, 1.79%, 0.55%, 2.40%, 0.34%, 23.44%, 5.24%,0.00%, 21.01%, 43.49%, 1.76%, 0.86%, 3.03%, 1.18%, 34.21%, 10.59%,0.00%, 19.38%, 23.97%, 1.32%, 2.79%, 2.16%, 5.57%,0.00%, 2.4, 205.8, 203.6, 59.2, 914.8, 0.0, 1163.1, 5.180, 114
8, B-SLICE,    8, 38.00,     229224, 0,1.06,28.886, 37.056, 40.602, 31.372,55, 6 5 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.48%,  0.04%, 10.97%,  2.46%, 19.08%,  7.23%, 30.49%, 15.96%,  0.00%,  0.10%,  0.94%,  3.02%,  0.00%,  0.32%,  2.10%,  6.81%, 353585.05, 18664.87, 20401.42, 831434.65 , 16, 234, 151.57, 49, 144, 126.02, 115, 168, 127.55, 0.00%, 0.00%,0.00%, 11.54%, 80.77%, 0.00%, 0.00%, 7.69%, 0.00%, 0.00%, 3.03%,0.00%, 17.63%, 61.56%, 3.40%, 2.38%, 8.74%, 3.25%, 0.00%, 9.76%,0.00%, 26.51%, 40.56%, 2.44%, 1.99%, 12.10%, 6.64%, 0.00%, 15.78%,0.00%, 24.81%, 33.80%, 2.19%, 5.11%, 5.11%, 13.21%,0.00%, 2.9, 233.6, 212.1, 93.4, 727.2, 0.0, 1279.5, 4.142, 139
9, b-SLICE,    7, 39.00,      91432, 0,1.01,28.590, 36.812, 40.453, 31.101,57, 6 5 ,8 10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.10%,  0.82%, 13.15%,  5.71%, 25.45%,  9.27%, 15.55%,  7.79%,  0.00%,  0.54%,  1.73%,  5.27%,  0.16%,  2.21%,  3.56%,  7.69%, 368822.02, 19421.05, 22858.62, 556885.75 , 16, 235, 152.20, 44, 147, 125.61, 117, 171, 127.68, 0.00%, 7.58%,0.00%, 18.18%, 34.85%, 5.30%, 3.79%, 20.45%, 9.85%, 0.00%, 12.70%,0.00%, 25.40%, 35.47%, 4.31%, 3.72%, 11.97%, 6.42%, 0.00%, 12.34%,0.00%, 35.56%, 30.49%, 3.09%, 2.57%, 7.13%, 8.82%, 0.00%, 28.31%,0.00%, 30.30%, 24.38%, 1.10%, 4.82%, 1.55%, 9.54%,0.00%, 0.0, 248.7, 162.3, 81.8, 520.0, 0.0, 1357.9, 5.032, 151
