Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 34.00,     404664, 0,0.00,35.226, 38.406, 38.225, 35.998,55,  -, -, 0.00%,  0.00%,  0.00%,12.26%, 12.18%,  9.48%, 4.46%,  1.99%, 12.97%, 6.50%,  2.10%, 24.81%,13.26%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 81749.16, 20360.74, 7008.24, 1162679.12 , 26, 235, 143.34, 69, 144, 116.09, 90, 194, 127.27, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 97.39%, 0.00%,0.00%, 2.61%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 87.92%, 0.00%,0.00%, 12.08%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 86.23%, 0.00%,0.00%, 13.77%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 672.7, 0.1, 239.0, 0.0, 1132.2, 0.0, 815.4, 5.635, 113
1, P-SLICE,    4, 37.00,     214080, 0,1.34,35.336, 38.699, 38.542, 36.157,52, 0 , -, 0.00%,  0.00%,  0.00%,11.08%,  9.02%, 12.18%, 4.23%,  2.87%, 14.07%, 4.29%,  1.89%, 11.45%, 0.00%,  0.00%,  0.00%,  1.29%,  1.14%, 12.78%,  6.25%,  5.87%,  0.41%,  0.00%,  0.00%,  0.03%,  0.92%,  0.00%,  0.00%,  0.06%,  0.16%, 85108.71, 19258.43, 6361.16, 779027.64 , 26, 235, 145.73, 65, 143, 115.77, 91, 194, 126.56, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 90.37%, 0.00%,0.00%, 3.27%, 3.18%, 1.90%, 0.04%, 1.24%, 0.00%, 48.94%, 0.22%,0.00%, 30.71%, 5.69%, 6.82%, 0.84%, 5.80%, 0.98%, 57.04%, 3.47%,0.00%, 29.39%, 8.78%, 0.31%, 0.10%, 0.20%, 0.71%,0.00%, 721.0, 56.4, 278.3, 124.5, 1325.5, 0.0, 929.1, 5.677, 88
2, B-SLICE,    2, 38.00,     119416, 0,1.41,34.085, 37.952, 37.919, 35.048,55, 0 ,4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.55%,  0.79%, 12.45%, 17.11%, 32.67%,  8.45%, 10.90%,  1.73%,  0.00%,  0.25%,  3.79%,  3.83%,  0.00%,  0.65%,  2.92%,  2.89%, 111563.65, 20737.49, 6200.72, 1054084.98 , 25, 235, 144.25, 70, 143, 116.02, 89, 195, 126.61, 0.00%, 0.00%,0.00%, 24.62%, 41.54%, 23.85%, 3.85%, 5.38%, 0.77%, 0.00%, 2.85%,0.00%, 17.69%, 25.34%, 38.76%, 3.82%, 9.47%, 2.05%, 0.00%, 13.11%,0.00%, 43.27%, 27.13%, 5.85%, 5.00%, 2.92%, 2.71%, 0.00%, 25.69%,0.00%, 35.22%, 32.46%, 0.90%, 0.76%, 1.59%, 3.38%,0.00%, 728.6, 193.6, 200.4, 128.0, 639.8, 0.0, 1009.5, 3.815, 49
3, b-SLICE,    1, 39.00,      69696, 0,1.13,33.527, 37.852, 37.720, 34.592,57, 0 ,2 4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.96%,  1.58%, 21.11%, 17.16%, 16.58%,  6.07%,  8.89%,  2.95%,  0.00%,  1.00%,  3.91%,  6.86%,  0.08%,  1.79%,  5.36%,  5.73%, 119784.80, 21526.05, 7295.74, 368599.01 , 25, 235, 142.89, 71, 144, 116.30, 91, 194, 126.62, 0.00%, 3.17%,0.00%, 15.87%, 20.63%, 30.95%, 5.56%, 20.63%, 3.17%, 0.00%, 6.59%,0.00%, 33.53%, 19.57%, 15.44%, 5.70%, 14.70%, 4.77%, 0.00%, 25.87%,0.00%, 35.03%, 22.16%, 4.12%, 3.54%, 4.06%, 5.22%, 0.00%, 39.05%,0.00%, 32.99%, 18.81%, 1.93%, 3.22%, 1.29%, 2.71%,0.00%, 736.1, 277.6, 155.0, 104.8, 486.5, 0.0, 1063.0, 3.943, 54
4, b-SLICE,    3, 39.00,     195512, 0,1.02,31.792, 36.608, 36.794, 33.019,56, 2 0 ,4 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.92%,  6.37%, 23.23%,  7.87%, 28.30%,  3.24%, 15.60%,  3.52%,  0.00%,  0.10%,  1.88%,  4.68%,  0.00%,  0.29%,  0.97%,  3.04%, 182765.43, 27700.26, 10395.30, 853500.49 , 34, 235, 145.07, 64, 152, 115.62, 90, 194, 125.27, 0.00%, 0.00%,0.00%, 5.96%, 6.62%, 48.68%, 0.33%, 38.41%, 0.00%, 0.00%, 1.17%,0.00%, 23.25%, 51.75%, 13.89%, 0.73%, 8.11%, 1.10%, 0.00%, 7.32%,0.00%, 48.01%, 36.35%, 3.29%, 1.55%, 2.36%, 1.12%, 0.00%, 21.51%,0.00%, 36.56%, 32.12%, 1.08%, 2.96%, 0.74%, 5.04%,0.00%, 743.5, 270.2, 200.1, 104.8, 769.0, 0.0, 1094.1, 4.495, 48
5, P-SLICE,    7, 37.00,     205952, 0,1.44,35.852, 39.047, 38.891, 36.632,53, 4 2 0 , -, 0.00%,  0.00%,  0.00%,11.68%, 10.55%, 18.00%, 4.31%,  2.44%, 13.96%, 2.79%,  1.36%,  9.27%, 0.00%,  0.08%,  0.12%,  6.05%,  1.24%,  4.38%,  1.55%,  6.79%,  1.05%,  0.00%,  0.08%,  0.70%,  1.86%,  0.00%,  0.12%,  0.54%,  1.09%, 74216.54, 17777.22, 5569.51, 852871.93 , 20, 235, 149.90, 69, 146, 116.82, 92, 193, 129.21, 0.00%, 0.00%,0.00%, 20.00%, 20.00%, 50.00%, 10.00%, 0.00%, 0.00%, 82.17%, 0.40%,0.00%, 5.86%, 9.03%, 1.03%, 0.16%, 1.15%, 0.20%, 65.68%, 3.94%,0.00%, 18.57%, 6.89%, 1.54%, 0.92%, 1.66%, 0.80%, 42.61%, 9.36%,0.00%, 33.25%, 11.45%, 0.55%, 0.80%, 0.74%, 1.23%,0.00%, 2.7, 99.1, 278.9, 104.8, 1200.8, 0.0, 1150.9, 5.010, 56
6, B-SLICE,    6, 38.00,     162544, 0,1.40,33.474, 37.436, 37.229, 34.438,55, 4 2 0 ,7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.37%,  2.13%, 21.52%,  5.80%, 27.64%,  5.01%, 15.83%,  4.74%,  0.00%,  0.32%,  1.89%,  3.51%,  0.00%,  0.99%,  3.75%,  4.50%, 125506.75, 23693.10, 8035.61, 959855.62 , 21, 235, 147.94, 72, 146, 116.59, 91, 194, 128.66, 0.00%, 0.00%,0.00%, 19.30%, 33.33%, 18.42%, 0.00%, 26.32%, 2.63%, 0.00%, 4.36%,0.00%, 23.51%, 52.71%, 8.78%, 1.52%, 7.20%, 1.92%, 0.00%, 13.44%,0.00%, 38.63%, 36.00%, 3.81%, 2.21%, 2.35%, 3.57%, 0.00%, 22.26%,0.00%, 32.89%, 31.69%, 3.07%, 4.06%, 1.21%, 4.82%,0.00%, 4.4, 78.0, 246.2, 148.1, 831.9, 0.0, 1247.6, 3.951, 38
7, b-SLICE,    5, 39.00,     103000, 0,1.06,34.414, 38.021, 37.880, 35.298,57, 4 2 ,6 7 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.64%,  0.62%,  9.90%,  7.97%, 40.22%, 10.14%, 12.18%,  1.99%,  0.00%,  0.30%,  3.73%,  5.85%,  0.00%,  0.70%,  1.96%,  3.81%, 107016.71, 20890.82, 5158.67, 481984.43 , 25, 235, 145.41, 72, 141, 116.79, 91, 194, 127.79, 0.00%, 0.00%,0.00%, 23.40%, 27.66%, 39.36%, 5.32%, 4.26%, 0.00%, 0.00%, 5.03%,0.00%, 36.46%, 18.10%, 17.89%, 4.69%, 15.31%, 2.52%, 0.00%, 9.71%,0.00%, 59.41%, 13.56%, 4.70%, 3.69%, 5.08%, 3.85%, 0.00%, 33.46%,0.00%, 33.55%, 26.12%, 0.56%, 2.23%, 0.65%, 3.44%,0.00%, 3.2, 114.4, 223.4, 138.9, 725.8, 0.0, 1331.6, 3.938, 54
8, P-SLICE,    8, 37.00,     280064, 0,1.15,33.452, 37.851, 37.968, 34.566,55, 7 6 4 2 , -, 0.00%,  0.00%,  0.00%, 7.36%,  7.46%, 14.02%, 4.91%,  2.03%, 17.69%, 3.05%,  1.23%, 13.70%, 0.00%,  0.32%,  0.74%,  6.45%,  1.89%,  5.78%,  1.12%,  5.78%,  1.16%,  0.00%,  0.07%,  0.67%,  1.89%,  0.00%,  0.07%,  0.28%,  2.35%, 124801.45, 21943.54, 8174.92, 1229023.78 , 24, 235, 152.61, 66, 145, 119.14, 90, 193, 127.66, 0.00%, 0.00%,0.00%, 16.67%, 13.33%, 50.00%, 3.33%, 16.67%, 0.00%, 75.02%, 0.36%,0.00%, 7.38%, 12.31%, 3.10%, 0.27%, 1.32%, 0.23%, 68.85%, 2.64%,0.00%, 17.04%, 8.33%, 1.03%, 0.44%, 1.03%, 0.64%, 50.29%, 11.86%,0.00%, 25.88%, 8.73%, 0.59%, 0.78%, 0.29%, 1.57%,0.00%, 2.5, 69.1, 303.4, 138.9, 1311.3, 0.0, 1397.2, 5.190, 37
9, P-SLICE,   13, 37.00,     316344, 0,1.56,32.843, 37.689, 37.851, 34.075,51, 8 7 6 2 , -, 0.00%,  0.00%,  0.00%, 6.88%,  7.03%, 13.29%, 3.95%,  3.06%, 19.47%, 4.60%,  2.46%, 23.23%, 0.00%,  0.09%,  0.24%,  4.75%,  0.30%,  3.44%,  0.39%,  4.48%,  0.53%,  0.00%,  0.03%,  0.33%,  0.92%,  0.00%,  0.00%,  0.21%,  0.33%, 142787.39, 22929.40, 8890.02, 1414379.16 , 21, 235, 152.99, 61, 147, 119.75, 90, 192, 127.57, 0.00%, 0.00%,0.00%, 0.00%, 27.27%, 59.09%, 4.55%, 9.09%, 0.00%, 81.88%, 0.09%,0.00%, 6.79%, 10.36%, 0.27%, 0.09%, 0.45%, 0.09%, 78.73%, 1.59%,0.00%, 11.65%, 6.88%, 0.22%, 0.04%, 0.66%, 0.22%, 71.90%, 2.96%,0.00%, 17.11%, 6.76%, 0.21%, 0.28%, 0.28%, 0.49%,0.00%, 0.0, 179.4, 308.1, 142.4, 1358.3, 0.0, 1530.7, 5.076, 33
