Encode Order, Type, POC, QP, Bits, Scenecut, I/P cost ratio, Y PSNR, U PSNR, V PSNR, YUV PSNR, Latency, List 0, List 1, Intra 64x64 DC, Intra 64x64 Planar, Intra 64x64 Ang, Intra 32x32 DC, Intra 32x32 Planar, Intra 32x32 Ang, Intra 16x16 DC, Intra 16x16 Planar, Intra 16x16 Ang, Intra 8x8 DC, Intra 8x8 Planar, Intra 8x8 Ang, 4x4, Inter 64x64, Inter 64x64 (Rect), Inter 32x32, Inter 32x32 (Rect), Inter 16x16, Inter 16x16 (Rect), Inter 8x8, Inter 8x8 (Rect), Skip 64x64, Skip 32x32, Skip 16x16, Skip 8x8, Merge 64x64, Merge 32x32, Merge 16x16, Merge 8x8, Avg Luma Distortion, Avg Chroma Distortion, Avg psyEnergy, Avg Residual Energy, Min Luma Level, Max Luma Level, Avg Luma Level, Min Cb Level, Max Cb Level, Avg Cb Level, Min Cr Level, Max Cr Level, Avg Cr Level, Intra 64x64, Skip 64x64, AMP 64, Inter 64x64, Merge 64x64, Inter 64x32, Merge 64x32, Inter 32x64, Merge 32x64, Intra 32x32, Skip 32x32, AMP 32, Inter 32x32, Merge 32x32, Inter 32x16, Merge 32x16, Inter 16x32, Merge 16x32, Intra 16x16, Skip 16x16, AMP 16, Inter 16x16, Merge 16x16, Inter 16x8, Merge 16x8, Inter 8x16, Merge 8x16, Intra 8x8, Skip 8x8, AMP 8, Inter 8x8, Merge 8x8, Inter 8x4, Merge 8x4, Inter 4x8, Merge 4x8, 4x4, DecideWait (ms), Row0Wait (ms), Wall time (ms), Ref Wait Wall (ms), Total CTU time (ms),Stall Time (ms), Total frame time (ms), Avg WPP, Row Blocks
0, I-SLICE,    0, 29.00,     464640, 0,0.00,40.264, 45.634, 47.274, 41.811,55,  -, -, 0.00%,  0.00%,  0.00%, 2.77%,  2.64%, 11.61%, 5.32%,  2.60%, 21.26%, 7.21%,  2.50%, 26.53%,17.57%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%,  0.00%, 24640.94, 3122.58, 3215.66, 418791.09 , 16, 235, 135.94, 28, 194, 121.67, 59, 202, 132.47, 0.00%, 0.00%,0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 95.16%, 0.00%,0.00%, 4.84%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.62%, 0.00%,0.00%, 8.38%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%, 91.35%, 0.00%,0.00%, 8.65%, 0.00%, 0.00%, 0.00%, 0.00%, 0.00%,100.00%, 454.2, 0.1, 301.3, 0.0, 1277.6, 0.0, 658.8, 5.490, 157
1, P-SLICE,    3, 32.00,     298480, 0,1.27,38.971, 45.087, 46.486, 40.675,53, 0 , -, 0.00%,  0.00%,  0.00%, 2.84%,  3.11%, 16.85%, 4.04%,  2.48%, 21.72%, 4.89%,  3.00%, 21.80%, 0.00%,  0.14%,  0.02%,  2.88%,  0.28%,  5.28%,  1.42%,  6.94%,  0.73%,  0.00%,  0.00%,  0.16%,  0.99%,  0.00%,  0.00%,  0.18%,  0.26%, 34462.28, 3624.79, 3440.60, 770972.73 , 16, 235, 139.04, 30, 194, 122.40, 52, 211, 132.59, 0.00%, 0.00%,0.00%, 25.00%, 62.50%, 6.25%, 6.25%, 0.00%, 0.00%, 84.02%, 0.00%,0.00%, 6.61%, 8.35%, 0.69%, 0.04%, 0.25%, 0.04%, 72.56%, 0.86%,0.00%, 14.84%, 8.10%, 1.19%, 0.28%, 1.65%, 0.53%, 68.58%, 2.87%,0.00%, 17.71%, 9.15%, 0.34%, 0.43%, 0.48%, 0.43%,0.00%, 602.4, 6.6, 245.7, 139.1, 1171.9, 0.0, 730.8, 5.288, 108
2, B-SLICE,    2, 33.00,     300608, 0,1.50,37.457, 44.296, 45.911, 39.369,55, 0 ,3 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.16%,  0.93%, 20.67%,  4.44%, 22.98%,  6.45%, 28.49%,  5.83%,  0.00%,  0.00%,  0.82%,  1.99%,  0.05%,  0.30%,  1.14%,  2.75%, 49391.84, 3972.71, 3800.00, 678616.46 , 16, 235, 136.77, 28, 192, 121.76, 55, 210, 132.52, 0.00%, 1.32%,0.00%, 25.00%, 51.32%, 5.59%, 1.64%, 13.16%, 1.97%, 0.00%, 1.11%,0.00%, 25.08%, 57.40%, 5.59%, 0.96%, 8.01%, 1.86%, 0.00%, 5.38%,0.00%, 34.23%, 42.68%, 6.17%, 2.13%, 6.32%, 3.10%, 0.00%, 10.41%,0.00%, 28.35%, 48.44%, 3.02%, 2.84%, 2.12%, 4.81%,0.00%, 612.4, 128.1, 209.8, 108.8, 902.8, 0.0, 834.0, 5.269, 86
3, b-SLICE,    1, 34.00,     134384, 0,1.43,37.015, 44.489, 46.174, 39.094,57, 0 ,2 3 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.59%,  1.22%, 16.82%,  5.41%, 22.75%,  6.45%, 20.76%,  5.61%,  0.00%,  0.52%,  3.89%,  3.51%,  0.35%,  1.41%,  3.81%,  4.90%, 52649.77, 3758.36, 4305.67, 153935.95 , 16, 235, 135.34, 28, 194, 122.00, 59, 207, 132.36, 0.00%, 8.50%,0.00%, 32.03%, 30.07%, 11.76%, 2.61%, 9.15%, 5.88%, 0.00%, 7.49%,0.00%, 40.40%, 31.12%, 6.65%, 2.85%, 6.75%, 4.75%, 0.00%, 18.36%,0.00%, 41.66%, 24.59%, 4.12%, 3.41%, 3.24%, 4.61%, 0.00%, 20.38%,0.00%, 33.18%, 32.85%, 2.14%, 5.77%, 1.81%, 3.86%,0.00%, 621.8, 215.1, 176.5, 103.7, 678.1, 0.0, 904.5, 4.751, 92
4, P-SLICE,    5, 32.00,     338744, 0,1.19,38.512, 45.104, 46.192, 40.296,54, 3 2 0 , -, 0.00%,  0.00%,  0.00%, 2.59%,  3.04%, 15.83%, 3.25%,  2.25%, 22.14%, 4.74%,  3.47%, 26.16%, 0.00%,  0.08%,  0.18%,  4.02%,  0.24%,  4.82%,  0.27%,  4.19%,  0.18%,  0.00%,  0.00%,  0.43%,  1.06%,  0.00%,  0.00%,  0.14%,  0.92%, 38047.50, 3746.54, 3879.33, 521694.40 , 16, 235, 136.40, 29, 189, 122.92, 52, 193, 132.98, 0.00%, 0.00%,0.00%, 23.08%, 7.69%, 46.15%, 0.00%, 15.38%, 7.69%, 79.81%, 0.00%,0.00%, 8.16%, 11.15%, 0.15%, 0.00%, 0.55%, 0.18%, 74.85%, 1.54%,0.00%, 13.69%, 9.18%, 0.19%, 0.19%, 0.27%, 0.11%, 75.73%, 4.36%,0.00%, 13.21%, 6.30%, 0.02%, 0.15%, 0.04%, 0.17%,0.00%, 631.5, 205.5, 262.3, 103.7, 1549.5, 0.0, 963.6, 6.945, 88
5, b-SLICE,    4, 34.00,     205992, 0,1.25,37.124, 44.127, 45.560, 39.054,56, 3 2 0 ,5 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.89%,  1.18%, 17.34%,  4.91%, 21.43%,  7.80%, 25.85%,  5.54%,  0.00%,  0.18%,  1.23%,  2.94%,  0.05%,  0.76%,  2.44%,  5.44%, 53080.76, 4182.09, 3914.63, 398220.10 , 16, 235, 138.34, 29, 193, 122.48, 54, 208, 132.88, 0.00%, 1.27%,0.00%, 19.11%, 50.96%, 6.37%, 1.91%, 16.88%, 3.50%, 0.00%, 3.82%,0.00%, 23.97%, 52.39%, 5.62%, 1.48%, 9.44%, 3.29%, 0.00%, 9.74%,0.00%, 30.39%, 39.22%, 5.39%, 3.37%, 6.68%, 5.22%, 0.00%, 18.21%,0.00%, 27.34%, 42.41%, 1.08%, 3.54%, 1.20%, 6.22%,0.00%, 4.1, 216.7, 219.3, 117.1, 979.2, 0.0, 1066.0, 5.559, 89
6, P-SLICE,   10, 32.00,     222672, 0,1.33,37.992, 44.782, 45.932, 39.833,51, 5 3 2 0 , -, 0.00%,  0.00%,  0.00%, 0.63%,  0.54%,  2.49%, 0.38%,  0.40%,  4.14%, 1.90%,  1.01%,  8.27%, 0.00%,  1.84%,  0.87%, 14.61%,  2.91%, 21.57%,  3.76%, 22.07%,  4.48%,  0.00%,  0.04%,  0.67%,  2.22%,  0.00%,  0.18%,  1.10%,  3.92%, 42624.02, 3867.50, 3603.17, 192238.65 , 16, 235, 132.58, 28, 193, 123.36, 52, 195, 132.81, 0.00%, 0.00%,0.00%, 18.18%, 49.59%, 19.01%, 4.13%, 8.26%, 0.83%, 16.06%, 0.99%,0.00%, 21.38%, 48.77%, 5.07%, 2.51%, 3.99%, 1.23%, 13.62%, 4.89%,0.00%, 31.46%, 39.63%, 2.88%, 2.38%, 2.88%, 2.26%, 22.72%, 12.48%,0.00%, 23.27%, 32.42%, 1.25%, 3.80%, 1.28%, 2.78%,0.00%, 3.4, 118.9, 254.1, 116.7, 1154.5, 0.0, 1066.7, 5.614, 101
7, B-SLICE,    8, 33.00,     287336, 0,1.73,37.585, 44.028, 44.957, 39.312,54, 5 3 2 ,10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  1.91%,  1.31%, 20.29%,  4.38%, 25.57%,  6.63%, 25.65%,  4.10%,  0.00%,  0.21%,  0.64%,  1.21%,  0.03%,  0.49%,  2.60%,  4.98%, 48922.86, 4560.57, 4076.93, 888334.10 , 16, 235, 132.72, 30, 194, 123.03, 51, 194, 132.85, 0.00%, 0.79%,0.00%, 24.60%, 34.13%, 24.60%, 1.59%, 12.70%, 1.59%, 0.00%, 2.59%,0.00%, 29.02%, 52.11%, 8.09%, 1.77%, 4.89%, 1.53%, 0.00%, 8.08%,0.00%, 33.65%, 41.79%, 6.67%, 2.88%, 4.23%, 2.69%, 0.00%, 14.71%,0.00%, 30.09%, 45.47%, 1.99%, 2.67%, 1.35%, 3.74%,0.00%, 4.4, 151.7, 244.1, 119.7, 1086.2, 0.0, 1197.7, 5.308, 52
8, b-SLICE,    6, 34.00,     127912, 0,1.35,37.141, 44.197, 45.390, 39.054,57, 5 2 ,8 10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  2.35%,  0.79%, 12.45%,  5.54%, 22.55%,  8.97%, 24.56%,  6.01%,  0.00%,  0.32%,  2.33%,  3.57%,  0.05%,  0.63%,  2.49%,  7.39%, 52639.69, 4220.33, 3936.02, 121953.07 , 16, 235, 132.07, 30, 192, 122.84, 48, 191, 133.23, 0.00%, 1.42%,0.00%, 31.21%, 42.55%, 17.02%, 3.55%, 3.55%, 0.71%, 0.00%, 4.68%,0.00%, 32.74%, 35.30%, 13.70%, 4.90%, 6.12%, 2.56%, 0.00%, 11.88%,0.00%, 40.77%, 25.21%, 7.78%, 6.50%, 4.43%, 3.43%, 0.00%, 23.36%,0.00%, 28.95%, 34.87%, 1.71%, 5.56%, 1.16%, 4.38%,0.00%, 4.2, 193.2, 224.3, 130.5, 878.2, 0.0, 1293.8, 4.439, 123
9, b-SLICE,    7, 34.00,      95624, 0,1.35,37.199, 43.775, 44.696, 38.958,57, 5 2 ,8 10 , 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  0.00%,  0.00%, 0.00%,  3.79%,  1.26%, 17.05%,  8.22%, 17.82%,  6.99%, 16.84%,  4.22%,  0.00%,  0.25%,  2.31%,  2.68%,  0.15%,  2.52%,  5.11%, 10.80%, 51355.66, 4787.91, 4021.10, 104841.25 , 16, 235, 131.91, 30, 195, 123.24, 49, 193, 132.82, 0.00%, 2.96%,0.00%, 21.89%, 50.89%, 15.38%, 4.14%, 3.55%, 1.18%, 0.00%, 9.31%,0.00%, 26.68%, 36.81%, 9.05%, 8.63%, 5.74%, 4.19%, 0.00%, 19.56%,0.00%, 35.71%, 26.30%, 3.90%, 5.36%, 2.92%, 6.25%, 0.00%, 32.21%,0.00%, 28.31%, 29.41%, 0.88%, 2.72%, 0.88%, 5.59%,0.00%, 0.0, 111.6, 224.4, 130.5, 671.2, 0.0, 1291.2, 3.994, 59
